"COU","Country","POL","Pollutant","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1995","1995","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.375,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1996","1996","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.377,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1997","1997","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.359,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1998","1998","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.344,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1999","1999","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.327,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2000","2000","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.317,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2001","2001","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.316,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2002","2002","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.31,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2003","2003","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.311,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2004","2004","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.302,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2005","2005","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.292,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2006","2006","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.283,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2007","2007","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.268,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2008","2008","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.265,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2009","2009","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.262,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.261,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2011","2011","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.244,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.245,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2013","2013","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.249,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.233,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2015","2015","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.231,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.226,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2017","2017","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.216,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.205,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2019","2019","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.191,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2020","2020","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.182,,
"DEU","Germany","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2021","2021","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.185,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,164377.475,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,167389.516,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,173249.932,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,177644.791,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,173637.977,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,177418.05,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,177163.929,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,177510.525,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,180794.544,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,185901.21,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,181935.786,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,178147.107,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,175752.785,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,169323.083,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,168920.99,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,160882.08,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,157110.853,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,153937.845,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,153641.894,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,152947.937,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,153867.648,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,156009.175,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,154538.981,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,158913.815,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,159809.74,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,162767.536,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,165683.517,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,168699.202,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,163180.573,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,164868.358,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,146177.356,,
"DEU","Germany","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,147633.446,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42523.794,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,41476.704,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,38912.506,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,40177.006,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,36734.793,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35302.435,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34219.869,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33521.724,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,30556.362,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,31679.653,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,29533.53,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,26858.896,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,25434.726,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,23327.115,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,20205.888,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,18166.653,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,16150.329,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,14547.265,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,13984.844,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,12136.306,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,11837.577,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,11392.866,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,11966.487,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,11108.779,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,9745.763,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,9577.131,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,8538.069,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,8129.567,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6571.564,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,4596.37,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,3981.218,,
"DEU","Germany","GHG","Greenhouse gases","ENER_FU","1B - Fugitive Emissions from Fuels","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,3825.3,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35975.622,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-24955.62,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-33376.2,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-34338.567,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-29315.749,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-23118.495,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-16717.867,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-15968.964,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-16100.024,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-20064.431,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-151.176,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-9647.855,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,22473.393,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,17339.495,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,12069.356,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7832.475,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,878.813,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,3964.593,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-1438.728,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-10142.783,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-2655.836,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-8809.071,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-17466.771,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-16212.756,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-8999.282,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-11171.578,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-13727.411,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-10705.194,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-7656.93,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,-6822.26,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,4196.835,,
"DEU","Germany","GHG","Greenhouse gases","LULUCF","Land use, land-use change and forestry (LULUCF)","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,3998.401,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,430973.018,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,417127.068,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,395424.308,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,384326.222,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,381831.99,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,370053.648,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,376909.991,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,355834.815,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,358719.836,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,346626.283,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,359650.454,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,372231.563,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,373658.048,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,387802.383,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,385605.877,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,380725.585,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,382971.817,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,389705.945,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,369020.813,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,343920.697,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,355787.027,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,353403.729,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,363682.826,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,370146.879,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,350529.367,,
"DEU","Germany","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,338562.248,,
